Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Sri Lanka,869.7534886,832.4273196,865.3021391,978.1686456,1060.136943,1240.518312,1423.190623,1611.175582,2007.02666,2053.766445,2836.974098,3248.040215,3351.892489,3643.832449,3885.62361,3990.353123
Lower middle income,601.1132274,606.7194865,627.2219339,703.7076916,807.4794899,925.8034928,1070.739784,1298.937904,1440.836734,1434.781896,1690.256779,1902.819414,1971.997157,1982.570293,2052.757262,1969.272102
Low & middle income,1187.345034,1180.67113,1193.044071,1325.095343,1550.635861,1820.376703,2130.794548,2596.034543,3065.047207,2958.375319,3552.482048,4136.003014,4340.914714,4534.20504,4626.717722,4329.83603
Lesotho,443.9499284,412.9622962,388.3674887,580.937271,761.1810388,850.7752709,910.618541,848.0236874,885.6180571,866.4456896,1104.800538,1265.863867,1205.860003,1141.361038,1165.050705,1113.868632
Late-demographic dividend,1666.723742,1710.562239,1801.212296,2039.127267,2435.129377,2918.744577,3499.412858,4379.990897,5409.588899,5193.379036,6209.421946,7520.804513,7991.706227,8544.867854,8812.35816,8213.692387
Lithuania,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458
Luxembourg,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126
Latvia,3361.640869,3578.0019,4136.933297,5145.195232,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568
"Macao SAR, China",15684.77955,15622.70305,16393.74305,17828.9536,22381.92296,24886.58189,29637.76645,35782.86109,39745.76222,39754.97449,50676.38919,64528.36014,74111.60582,86853.47342,90873.60249,73220.63173
St. Martin (French part),,,,,,,,,,,,21344.59032,,,21920.01805,
Morocco,1492.377075,1500.363403,1590.487305,1936.090088,2177.798828,2237.576172,2433.212646,2751.42334,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534668,3139.228271
Monaco,81764.2568,82410.87451,90152.90438,111308.7063,127736.9447,130818.9507,143289.1213,184626.7292,204097.21,168922.7401,161780.7475,179369.2935,165497.0722,185055.4874,195772.673,170338.6004
Republic of Moldova,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024784,1531.216189,2110.553118,1898.439683,2436.799359,2941.362119,3044.808479,3321.043917,3289.167846,2749.913038
Madagascar,285.4664633,325.460301,310.929711,359.5343848,277.5078265,311.7931266,330.5226701,427.8363292,522.8306219,455.4073737,459.375408,516.9025392,504.1737378,526.6880197,517.1361832,455.6380345
Maldives,2209.988231,3028.050748,3069.039872,3539.801547,4060.534405,3789.232024,5010.163424,5746.644258,6743.130961,6719.330257,7158.061411,7409.331704,7447.415454,8222.558022,8872.128664,9434.31191
Middle East & North Africa,3284.45985,3203.091803,3128.342497,3405.981437,3940.491266,4636.555852,5308.192352,6119.52767,7442.681915,6567.651331,7498.590764,8295.284785,8794.730605,8471.774776,8345.566715,7217.651557
Mexico,7232.910681,7613.142978,7650.931864,7120.372121,7525.487461,8321.859856,9125.387739,9719.927864,10119.82106,8104.922573,9399.964709,10341.50024,10376.0905,10865.68729,11076.13411,9753.400562
Marshall Islands,2127.240705,2257.2547,2417.392102,2411.291359,2442.079544,2533.564606,2633.2866,2773.418705,2712.373644,2810.533092,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059
Middle income,1246.291443,1240.843653,1253.62146,1395.622877,1635.787175,1922.57758,2255.492167,2754.32032,3256.353357,3143.086443,3788.503993,4464.777508,4701.042728,4918.907845,5022.064557,4701.528023
The former Yugoslav republic of Macedonia,1861.899007,1823.022668,1989.135383,2440.478815,2795.897375,3072.679612,3362.970716,4079.390434,4841.253622,4584.712431,4577.689576,5098.094701,4728.313079,5241.053639,5495.7314,4861.55616
Mali,263.4983842,299.4121752,326.9666593,381.9485462,427.7173197,473.9950471,506.9118388,579.2571403,676.1270005,680.6499581,688.3278655,810.1825565,753.3921368,778.797053,818.4303416,723.504205
Malta,11083.0128,11081.00804,11853.18975,13772.22072,15243.15901,15866.14215,16723.87768,19485.95061,22205.28275,21083.12592,21798.90293,23155.11484,22526.65578,24769.4496,26753.26013,24921.6779
Myanmar,150.4078289,135.1797056,131.4673541,165.2586951,198.3769239,221.8659075,246.6924955,321.8283481,472.2605905,600.9316172,765.2418886,1086.838467,1161.305962,1195.9378,1238.72871,1224.562368
Middle East & North Africa (excluding high income),1888.612144,1873.042821,1791.968117,1925.032681,2241.519961,2591.889671,2963.383953,3543.293255,4287.857352,4094.738063,4624.872331,4678.504001,4953.991491,4470.139932,4317.813318,3805.679928
Montenegro,1627.064997,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402684,7328.790465,6586.398684,7188.862445,7387.871036,6517.189614
Mongolia,463.8538819,512.81947,559.827709,633.9465596,784.912072,986.0180411,1322.640676,1625.318473,2134.949833,1718.914022,2660.288176,3793.743654,4402.304523,4422.300876,4211.939435,3919.351214
Northern Mariana Islands,,,16640.31518,16603.46006,16829.3972,15371.2423,14986.37602,14877.08168,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075
Mozambique,318.3426885,296.2868142,303.6656874,328.5287213,387.4757245,422.6428624,442.5590549,491.0984302,574.7697436,531.0269671,481.268197,605.27347,667.7177895,672.2039886,680.3753004,594.2269178
Mauritania,660.3038518,632.21415,629.7819094,711.3824822,801.7786831,974.6575859,1272.082434,1378.215121,1610.236957,1418.940825,1646.130447,1919.452248,1850.384968,1929.775661,1715.388838,1562.726853
Mauritius,3929.081732,3856.630743,4018.948897,4793.722474,5388.062518,5282.900051,5695.975315,6574.663524,8030.052422,7318.12641,8000.376432,9197.042991,9291.236379,9764.644025,10366.35519,9507.871337
Malawi,225.9524555,217.2404723,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768724
Malaysia,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.83797,6137.15061,7143.999446,8343.302548,7167.877376,8880.14604,10209.37191,10601.51091,10727.67055,11045.58098,9699.584909
North America,35151.3296,35831.31906,36651.82911,38395.22158,40788.09354,43368.25243,45741.03259,47727.48204,48398.10295,46581.28354,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138
Namibia,2156.090142,1916.255899,1773.431611,2571.982341,3407.850912,3692.752796,4027.961706,4394.517549,4222.32636,4322.629351,5445.420063,5873.059381,6017.178488,5463.031366,5544.103813,4965.672829
New Caledonia,16039.16917,15174.27843,16885.8944,21817.31511,25770.53108,26861.69844,29604.05263,36864.85763,37353.7373,35391.08787,37494.89516,40697.65294,37294.02281,38503.25385,39675.56631,32428.57211
Niger,192.8777258,203.5264888,223.352393,263.0912317,281.3253601,316.3656478,331.103768,384.7183451,472.1784269,458.4218899,471.6126878,507.6024956,525.0472844,548.157849,560.7544753,481.1113011
Nigeria,565.3059926,586.8330617,733.5381615,786.8024093,992.7452801,1250.406675,1652.15369,1876.412777,2227.789952,1883.887348,2280.111979,2504.878279,2728.022683,2976.756736,3200.953146,2679.554765
Nicaragua,996.897852,1025.10851,993.3841143,999.885954,1075.998562,1158.881323,1223.083148,1323.839054,1493.904821,1438.096625,1495.733777,1644.801509,1746.421289,1794.782566,1913.521321,2025.327261
Netherlands,26214.49855,26896.54811,29343.245,35750.97466,40436.61823,41994.71353,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322
Norway,38178.05615,38602.09441,43170.67163,50250.21153,57768.41243,67047.17046,74434.11281,85502.75393,97503.54078,80347.14416,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658
Nepal,223.7118919,240.7051592,238.8612541,246.4858378,279.7242003,309.3104201,341.02814,386.5295864,466.6933791,475.6359761,589.1654349,791.2255767,794.0925593,809.3844577,827.7447049,882.3076635
Nauru,,,,,,,,,,,4644.355274,6328.099735,9675.959264,8825.975221,9063.003641,7587.251485
New Zealand,13641.01786,13882.86651,16874.18749,21913.70817,25420.33729,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659
OECD members,23026.17644,22637.75921,23443.12542,26031.06912,28769.03534,30197.46232,31621.8984,34358.31768,36207.29171,33636.41774,35054.67666,37512.90555,37241.00047,37494.45991,38003.57307,35600.83187
Oman,8321.393867,8191.512832,8380.038952,8896.90253,10030.44443,12357.70139,14533.72942,16151.27584,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306
Other small states,4277.582289,4181.184709,4429.988277,5410.820175,6597.145404,7832.553087,8971.446931,10683.73046,12728.74853,10655.71817,12141.89083,14663.14797,14990.61435,15307.1559,15449.97404,12506.318
Pakistan,531.3064961,499.2183062,489.4255272,549.870377,631.4711708,688.5005879,770.8433394,837.6315379,914.7314893,884.4410142,911.0899961,1075.45102,1109.678735,1126.040776,1173.392309,1282.443026
Panama,4099.00654,4084.258536,4163.521959,4304.10698,4629.029316,4953.12998,5385.564243,6205.821576,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944
Peru,1941.31826,1925.97942,2003.971081,2126.137824,2393.665897,2702.237701,3123.320159,3572.363589,4184.885982,4164.970483,5047.204643,5826.832307,6475.719417,6697.187683,6614.830499,6180.118799
Philippines,1073.264436,991.1479821,1037.174794,1049.386488,1122.855528,1245.286591,1452.22142,1741.603505,1990.356146,1893.281623,2201.776819,2431.199965,2671.777538,2847.567954,2935.928578,2974.29692
Palau,7416.480787,7913.450676,8220.487633,7744.627767,8297.895213,9603.797085,9805.92283,10270.45854,10380.26908,9960.84139,10029.28803,10795.56469,11835.38393,12418.82617,13580.00674,15761.36338
Papua New Guinea,639.2791999,540.6738896,509.0304919,580.5981672,624.0353213,748.7350734,1245.474263,1379.127071,1635.039364,1578.968437,1879.240444,2303.826661,2653.092358,2578.498647,2742.25005,2502.073746
Poland,4501.479961,4991.244358,5207.128879,5701.638863,6681.31036,8021.547064,9035.531788,11254.31409,13995.7831,11525.90197,12504.25019,13776.3894,13010.75692,13558.34256,14181.95018,12560.05142
Pre-demographic dividend,503.8578067,468.3102674,521.6755003,550.3443846,665.9980977,807.0411914,990.3154035,1166.178449,1414.694736,1256.284769,1434.135676,1622.121516,1709.682289,1819.868277,1876.476219,1557.659475
Puerto Rico,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883
Democratic People's Republic of Korea,,,,,,,,,,,,,,,,
Portugal,11526.37207,11734.76497,12936.69282,15797.78213,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22520.64231,23217.2955,20563.7136,21653.19598,22103.70097,19250.10654
Paraguay,1728.340743,1630.190846,1361.249281,1436.764904,1776.932258,1960.514766,2426.417098,3194.262982,4360.429101,3920.186073,4702.91577,5772.99551,5621.244026,6435.82655,6629.426519,5861.389724
West Bank and Gaza,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324
Pacific island small states,1687.725913,1641.988463,1701.236886,2000.441157,2272.909931,2494.076482,2586.388496,2818.287671,2977.757217,2649.808545,2882.716371,3324.395502,3484.203196,3582.878621,3851.250993,3723.875213
Post-demographic dividend,25861.42622,25488.03244,26453.21454,29512.01014,32626.08576,34155.54985,35742.5463,38784.76777,40837.4301,38249.08208,39711.09644,42532.64396,42289.86207,42524.07783,43169.44402,40641.16293
French Polynesia,14346.18627,14012.24294,15302.35187,18724.49151,20829.06574,21047.19291,21382.23578,23837.81755,25437.66849,23326.08745,21447.85823,21747.98888,19864.53568,20941.51722,21223.0754,18252.51413
Qatar,27494.77133,25836.27079,27151.0325,31440.22071,40792.27647,52468.44565,59978.86121,64706.9899,79811.59774,60733.9817,73021.30975,92992.99713,98041.36224,97630.82552,93126.14946,66984.9102
Romania,1659.928985,1825.192889,2119.855097,2679.406193,3494.990743,4618.003244,5757.53059,8360.337759,10435.2166,8548.04859,8397.809173,9560.15838,8930.729912,9497.207427,10031.34215,8976.955236
Russian Federation,1771.594116,2100.352539,2377.529541,2975.123047,4102.364746,5323.455078,6920.199707,9101.239258,11635.28418,8562.824219,10674.99023,14311.06445,15420.8584,15974.62305,14095.64648,9313.021484
Rwanda,255.088226,239.1248198,234.8137474,249.5550099,270.3030316,325.0242237,358.1108537,427.4199018,529.52427,564.9718753,594.1095118,650.936182,706.139034,704.4235236,724.7286812,733.8228504
South Asia,447.9506149,450.1652628,463.3338162,531.1191605,605.0548414,681.6498939,763.8377671,946.3386699,947.233909,1028.57612,1242.042543,1351.622679,1347.450817,1364.399694,1475.338214,1523.383336
Saudi Arabia,8795.260596,8337.322724,8380.959296,9321.803874,10935.01659,13462.76305,14848.60206,15756.19362,18944.85735,15064.63128,17958.94783,22441.57114,24069.20331,23945.51231,23862.80119,20442.36606
Sudan,378.1575012,471.3727722,529.4519043,607.0062256,737.1228027,945.6895752,1179.898193,1500.673096,1585.58252,1382.621338,1706.414917,1982.816528,1797.400757,1834.561157,2076.000977,2226.409424
Senegal,619.6421235,654.8407271,688.18748,840.3582538,941.8737919,1003.187194,1038.579092,1210.167497,1419.530902,1323.971225,1286.604966,1383.539117,1334.725914,1391.53219,1417.094988,1238.1264
Singapore,23852.83434,21699.74754,22159.83325,23730.37947,27608.07457,29961.30828,33768.44574,39432.89474,40008.57676,38926.81311,47236.67154,53891.46229,55547.54625,56967.42579,57564.80231,55645.60686
Solomon Islands,976.4283009,929.8664985,768.4948389,905.5821945,991.9885636,1145.86655,1250.953787,1377.862006,1504.527559,1526.159971,1661.997814,1921.356345,2087.637662,2208.085253,2235.733596,2134.805424
Sierra Leone,138.7139416,221.2950856,240.5075193,255.9726186,258.4731688,286.2859558,320.5143892,358.0773395,402.553446,386.4338685,400.5406934,443.451832,558.1797747,706.4526652,702.3386033,581.2934118
El Salvador,1977.840614,2051.158774,2106.739469,2197.482001,2273.955503,2434.323531,2651.430888,2814.589889,2964.17214,2889.685887,3017.307395,3304.974183,3471.051269,3555.1621,3638.517658,3761.51368
San Marino,37473.78698,39415.16294,41770.14662,51198.42526,59249.64768,60520.79204,63692.61677,71970.05873,77962.14399,66200.67297,59516.3234,55815.28526,48433.5703,50435.36733,50133.60652,42281.81125
Somalia,,,,,,,,,,,,,,356.1179034,377.5573872,387.6079944
Serbia,914.7857199,1727.282228,2283.846685,3005.426352,3502.802924,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056186,5588.979444
Sub-Saharan Africa (excluding high income),631.4491555,590.1230588,625.2683967,767.1572235,927.5947526,1072.346879,1234.022327,1390.59219,1534.148268,1436.267257,1660.468652,1823.099803,1841.971772,1904.290482,1935.430795,1680.143509
South Sudan,,,,,,,,,1653.041537,1325.275077,1503.133889,1455.358407,1114.923723,1659.140787,1245.149311,1071.777765
Sub-Saharan Africa,632.3544807,591.0214398,626.2511908,768.1093075,928.6954041,1073.51253,1235.26819,1391.780047,1535.164692,1437.114997,1661.415064,1824.094491,1842.969087,1905.498346,1936.664366,1681.367334
Small states,4314.061463,4266.976536,4496.217444,5293.312092,6275.297953,7351.976902,8385.594536,9833.66711,11591.12641,9731.204845,10987.30623,13027.61189,13385.11539,13667.12651,13841.31177,11583.98086
Sao Tome and Principe,,519.2955732,568.4096734,663.9206402,726.5977285,843.9550846,861.5182369,878.1354699,1080.556592,1054.416091,1079.689654,1244.271625,1319.900833,1551.192905,1754.600471,1571.49854
Suriname,1978.446611,1711.714461,2206.27291,2529.259422,2906.725278,3474.120757,5031.158465,5562.334068,6616.815126,7176.857658,7999.508366,8009.252302,8922.956186,9124.541093,9199.177893,8907.838127
Slovakia,5426.624281,5722.168183,6564.696314,8731.937368,10691.44655,11690.11347,13170.78498,16106.06044,18753.58494,16597.20846,16908.84796,18509.74022,17498.3539,18276.00955,18719.98814,16390.88217
Slovenia,10201.30354,10479.75963,11777.15566,14849.03724,17233.13856,18098.90854,19672.96556,23817.88673,27595.59997,24792.12798,23532.48085,25128.01504,22641.80512,23503.28249,24247.17332,20890.16643
Sweden,29624.76987,27247.76321,29899.1236,37321.77867,42821.75084,43437.13093,46593.29168,53700.24369,56152.55944,46946.84271,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361
Swaziland,1686.657451,1481.163082,1362.970611,2075.561621,2599.15215,2964.972331,3053.932496,3200.512571,3022.456056,3270.1377,4035.534502,4360.959888,4396.57932,4111.128353,3928.522911,3583.31129
Sint Maarten (Dutch part),,,,,,,,,,,,27997.28983,28460.33262,27942.88054,33043.68838,32274.89055
Seychelles,8063.655476,8153.299101,8864.168656,9070.285167,10827.67164,11802.11183,12782.99466,12669.30354,11265.43729,9748.955518,10938.15309,12113.88181,12342.51009,14729.62703,15188.17428,14894.48578
Syrian Arab Republic,4941.852597,5187.206107,5276.064713,5433.642274,6241.058232,7221.643883,7914.771494,8695.844461,10155.97367,10288.14905,11304.64493,2971.282434,1910.604526,993.7398831,1071.234204,857.4978675
Turks and Caicos Islands,,18323.87374,17803.08282,18848.77869,21233.9324,24115.26568,28728.56972,29446.08269,31459.54343,24602.91102,23103.94268,23649.71443,22666.40691,22451.56873,24040.87466,25783.2941
Chad,168.1176582,200.361008,225.9473111,298.2498816,460.0670181,664.5976565,716.6677686,806.710318,936.4941362,808.1615229,896.8767042,988.1941606,969.6161419,980.0835447,1017.787762,774.4116031
East Asia & Pacific (IDA & IBRD countries),965.6612968,1018.83934,1117.391053,1252.888452,1441.935746,1656.756342,1979.156426,2482.420448,3115.865062,3354.559483,4051.972948,4916.048558,5436.729682,5948.470989,6361.982211,6574.573472
Europe & Central Asia (IDA & IBRD countries),2052.574264,2088.887386,2350.651974,2891.379732,3738.506323,4678.643746,5651.111961,7257.347992,8959.751554,7078.289182,8280.264567,10026.98322,10420.82559,10963.29261,10296.60255,7995.188562
Togo,404.8220743,391.5160184,439.1275464,530.3920056,551.8476777,542.8178059,544.0055167,598.3065987,725.8544458,717.677305,709.1406701,779.7635197,759.8959722,826.4286073,853.0078138,760.2429116
Thailand,2004.107042,1889.971411,2091.178887,2350.845515,2647.260738,2876.245758,3343.785932,3934.690956,4327.797517,4154.187432,4996.372098,5396.643527,5748.632782,6041.134013,5822.377723,5708.794147
Tajikistan,137.1819092,168.6385933,186.663376,233.094087,305.2660435,333.7139384,401.0268293,517.4348725,704.6501788,666.7212906,740.2761913,837.8814952,959.3602175,1038.320717,1094.430124,970.3625997
Turkmenistan,635.7143118,762.6106328,949.5763727,1256.031867,1418.806266,1658.672779,2074.407389,2520.285026,3778.668539,3901.670283,4286.880505,5453.155005,6441.886618,7049.797505,7685.509859,6208.296655
Latin America & the Caribbean (IDA & IBRD countries),4310.636205,4135.888319,3630.250908,3649.034264,4169.40414,5011.396593,5822.537109,6813.697714,7870.761688,7290.156468,9009.878277,10161.716,10149.1207,10287.07742,10377.34504,8505.153224
Timor-Leste,417.9241996,534.6505771,516.1461855,529.2197975,465.9299421,476.9188074,456.2854678,532.4854173,621.7118407,682.172795,810.1416095,936.5983633,1019.964911,1201.423609,1221.534229,1322.300887
Middle East & North Africa (IDA & IBRD countries),1892.901513,1878.665919,1798.669905,1932.122875,2250.280389,2603.166672,2978.470814,3563.775516,4312.624576,4115.820617,4647.930902,4698.685337,4975.306662,4483.245488,4328.807428,3811.773544
Tonga,1996.515078,1754.842287,1760.667218,1937.042631,2195.985939,2478.427122,2751.960017,2799.368777,3221.079699,2915.494578,3416.110432,3852.143788,4378.572815,4208.188686,4125.426028,4117.93037
South Asia (IDA & IBRD),447.9506149,450.1652628,463.3338162,531.1191605,605.0548414,681.6498939,763.8377671,946.3386699,947.233909,1028.57612,1242.042543,1351.622679,1347.450817,1364.399694,1475.338214,1523.383336
Sub-Saharan Africa (IDA & IBRD countries),632.3544807,591.0214398,626.2511908,768.1093075,928.6954041,1073.51253,1235.26819,1391.780047,1535.164692,1437.114997,1661.415064,1824.094491,1842.969087,1905.498346,1936.664366,1681.367334
Trinidad and Tobago,6120.945943,6592.75902,6692.822206,8352.463158,9756.513279,11673.85875,13340.91627,15627.28682,20011.14827,13682.76361,15711.53817,17910.31718,18961.23359,19821.52865,20327.98346,18389.53103
Tunisia,2170.508143,2207.660688,2292.483168,2693.195918,3029.849579,3106.575832,3279.10282,3678.061523,4200.17378,4029.461206,4241.01191,4361.948089,4233.917158,4308.337421,4398.638695,3960.924849
Turkey,4278.266534,3100.458788,3640.76183,4704.77201,6031.79031,7369.431295,8003.812177,9668.399443,10802.60048,8989.735883,10614.98457,11308.37174,11697.47436,12507.80316,12020.34966,10851.92011
Tuvalu,1564.015195,1451.48412,1752.802286,2012.446828,2328.492145,2311.337166,2402.479309,2803.247294,3103.039909,2697.635293,3043.165323,3663.266294,3624.984174,3536.901175,3556.378789,3384.382534
United Republic of Tanzania,399.4511414,394.7307739,400.4275513,419.7723694,447.5133362,480.2756348,473.367981,539.1223145,671.5736084,681.2437134,730.8132935,768.9334717,854.5432129,955.3212891,1012.984741,929.1072388
Uganda,257.8296057,235.8529749,241.8689302,250.6905884,292.4726656,330.6028543,346.7684624,401.7091877,473.3028336,799.9296321,824.7376712,837.0958843,796.7111393,819.7578674,897.5097285,864.1800594
Ukraine,658.3446045,807.8019409,911.9068604,1087.787964,1416.60376,1894.460083,2391.323975,3197.934326,4066.53125,2639.37793,3078.414795,3704.842285,4004.789795,4187.739746,3104.653809,2124.662598
Upper middle income,1860.112875,1850.243943,1861.479833,2073.522679,2455.288321,2918.019655,3449.707002,4235.117728,5119.624038,4911.18369,5979.911295,7163.539159,7596.716989,8056.656324,8218.29574,7664.045408
Uruguay,6932.478325,6331.15676,4115.154614,3638.943548,4130.100115,5233.457171,5942.126667,7149.374634,9328.065857,9780.739473,12512.59413,14975.56256,16087.25208,18140.89192,18131.57885,16950.75338
United States of America,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945
Uzbekistan,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718744,2628.460054,2753.971058
Saint Vincent and the Grenadines,3760.080457,4066.070638,4299.372868,4500.927334,4883.313665,5176.128147,5775.091747,6439.008398,6641.495878,6503.097772,6590.989579,6566.482713,6754.370184,7117.554763,7210.616549,7386.737484
Venezuela (Bolivarian Republic of),4795.634748,4940.113903,3667.200194,3243.368805,4287.631579,5456.322425,6769.868414,8369.235268,11310.77817,11641.79915,13692.91497,10877.11236,12937.9276,12433.98079,15975.72938,
British Virgin Islands,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,30062.02251,31731.25662,35006.36144,40828.74609,41377.1466,44158.5054,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294
Viet Nam,394.5831366,409.4977339,434.8102921,485.4509081,551.9035051,693.1898425,790.5925164,913.3123316,1158.101627,1225.845009,1684.011667,1953.556979,2190.232284,2367.499542,2558.778924,2595.234979
Vanuatu,1416.197024,1309.047584,1299.178899,1517.294454,1718.263029,1814.81782,1970.898405,2261.459294,2525.083912,2472.463556,2732.551557,3064.751212,2906.342461,2877.444528,2861.203164,2643.886894
World,5508.433014,5401.402569,5536.514924,6129.098557,6820.295455,7293.723877,7805.611873,8687.429843,9429.274803,8832.304143,9558.021731,10473.74485,10575.66013,10738.31741,10898.72081,10156.95346
Samoa,1406.765683,1435.345181,1509.886615,1778.842,2168.027953,2527.762838,2639.805669,3011.100809,3344.054559,3250.953097,3494.39529,3789.626478,3902.312164,3989.898249,3948.728781,4048.467057
Kosovo,,,,,,,,,2965.449915,2847.555339,3009.523465,3540.823286,3410.692727,3704.562199,3902.52982,3520.780421
Yemen,518.1486727,515.139982,543.9609809,583.3911504,669.1033619,785.4512497,867.7829367,956.2306352,1153.536424,1045.80558,1249.063085,1284.617635,1349.990295,1497.747941,1557.601406,1488.416267
South Africa,3241.66124,2867.472552,2708.423419,4095.68361,5268.278984,5893.186767,6139.581467,6662.062785,6251.877175,6444.18672,8059.562841,8737.04111,8173.869138,7441.230854,6965.137897,6204.929901
Zambia,364.0261259,401.7323159,399.0990779,452.2865776,556.0500066,720.4465047,1065.596417,1133.436158,1393.519491,1150.941746,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649
Zimbabwe,565.2843897,569.0032086,529.1868828,474.3022011,477.399491,470.7837614,441.4987969,425.0368417,351.8391005,762.2979603,937.84034,1082.615773,1290.193957,1408.36781,1407.034291,1410.329173
